"studyName","Cycle","Event Num","Cast Num","Bottle","Depth (m)","Datetime GMT","Latitude (º)","Longitude (º)","Diatom < 5um (µg/L)","Diatom 5-10um (µg/L)","Diatom 10-20um (µg/L)","Diatom 20-40um (µg/L)","Diatom > 40um (µg/L)","Auto Dinoflag < 5um (µg/L)","Auto Dinoflag 5-10um (µg/L)","Auto Dinoflag 10-20um (µg/L)","Auto Dinoflag 20-40um (µg/L)","Auto Dinoflag > 40um (µg/L)","Prymnesiophytes < 2um (µg/L)","Prymnesiophytes 2-5um (µg/L)","Prymnesiophytes 5-10um (µg/L)","Prymnesiophytes 10-20um (µg/L)","Cryptophytes < 5um (µg/L)","Cryptophytes 5-10um (µg/L)","Cryptophytes 10-20um (µg/L)","Cryptophytes 20-40um (µg/L)","Other Auto Euk < 2um (µg/L)","Other Auto Euk 2-5um (µg/L)","Other Auto Euk 5-10um (µg/L)","Other Auto Euk 10-20um (µg/L)","Other Auto Euk 20-40um (µg/L)","Other Auto Euk > 40um (µg/L)","Hetero Dinoflag < 5um (µg/L)","Hetero Dinoflag 5-10um (µg/L)","Hetero Dinoflag 10-20um (µg/L)","Hetero Dinoflag 20-40um (µg/L)","Hetero Dinoflag > 40um (µg/L)","Other Hetero Euk < 2um (µg/L)","Other Hetero Euk 2-5um (µg/L)","Other Hetero Euk 5-10um (µg/L)","Other Hetero Euk 10-20um (µg/L)","Other Hetero Euk 20-40um (µg/L)","Other Hetero Euk > 40um (µg/L)","Ciliates 5-10um (µg/L)","Ciliates 10-20um (µg/L)","Ciliates 20-40um (µg/L)","Ciliates > 40um (µg/L)","Total Diatom (µg/L)","Total Auto Dinoflag (µg/L)","Total Prymnesiophyte (µg/L)","Total Cryptophyte (µg/L)","Total Other Auto (µg/L)","Total Hetero Dinoflag (µg/L)","Total Other Hetero (µg/L)","Total Ciliate (µg/L)","Total Auto Euk (µg/L)","Total Hetero Euk (µg/L)"
"P0810MV","1","106","10","14","30","2008-10-05 09:11:26","34.113715","-120.84065","","","0.28219111657472","0.60309926921918","0.66767760705115","0.13901994820986","2.1728988134827","1.4136434556834","0.96068156983143","1.0751802561988","","1.7681467212582","0.90067255104664","","","","","","","0.27024910274232","0.64631849985206","1.0284317333902","0.74620558112376","0.35057759877762","0.39720765369523","0.51021425085138","0.72312650652318","1.2739127548623","","","0.18462031449452","0.10326446214982","1.2110512283851","0.48838399992973","","","","","","1.552967992845","5.7614240434062","2.6688192723049","","3.041782515886","2.9044611659321","1.9873200049592","","13.024993824442","4.8917811708913"
"P0810MV","1","106","10","11","35","2008-10-05 09:11:26","34.113715","-120.84065","","","0.99586603737426","0.13857627672635","0.33784298297911","0.33596183229575","1.3923322767658","0.8966890418207","0.56889103886094","0.53605531182432","","1.5663911435153","1.2074702734936","0.12440548971301","","","","","","0.45816568712852","0.21427123207239","0.89891304257801","0.097563148776303","","0.35141254419865","0.82692234274428","0.56520640437026","1.1856638463044","0.33778247500671","","0.13981579804673","0.90521341269085","0.88327815300932","0.16496489434909","","","","","0.13586045165877","1.4722852970797","3.7299295015675","2.898266906722","","1.6689131105552","3.2669876126243","2.093272258096","0.13586045165877","9.7693948159244","5.4961203223791"
"P0810MV","1","106","10","8","40","2008-10-05 09:11:26","34.113715","-120.84065","","","0.96168237796462","0.52376831303103","0.26280950288156","0.079157224918042","1.5108569581337","0.4737247614853","0.53938070641445","0.3272905562514","","1.1713067121151","1.1890689792314","0.0045808847825464","","","","","","0.36578804722405","0.15183874216642","0.53226496554689","0.13835502888416","","0.32392355587817","0.98966713887573","0.55952153367416","0.68452830583912","0.075133917709423","","0.37898174827529","0.29209694218946","0.72304950467663","0.45465569721735","0.051061773704109","","","0.13253654422583","0.27269180479211","1.7482601938772","2.9304102072029","2.364956576129","","1.1882467838215","2.6327744519766","1.8998456660628","0.40522834901794","8.2318737610307","4.9378484670574"
"P0810MV","1","106","10","5","50","2008-10-05 09:11:26","34.113715","-120.84065","","","0.054188650725268","0.11567908351455","0.43299916126931","0.1882968475904","1.5961094794022","0.13138655120351","0.20047379257552","0.4630145206818","","1.5249675518477","0.31612856484911","0.011551922353653","","","","","","1.007621577467","0.18778658107209","0.49892765945556","0.28070775361812","","0.528226835826","0.4134006402257","0.19578868434074","0.19771779353542","0.91014621123092","","0.53201184572752","0.13283739414372","0.28592114423254","0.26702869586516","","","","0.15369130175615","","0.60286689550913","2.5792811914534","1.8526480390505","","1.9750435716128","2.2452801651588","1.2177990799689","0.15369130175615","7.0098396976258","3.6167705468839"
"P0810MV","1","106","10","2","60","2008-10-05 09:11:26","34.113715","-120.84065","","","0.12474305336958","0.10391096432541","0.59163036708546","0.10099578986546","0.94355817608845","0.18778318340391","0.28936539807063","1.0084006731369","","1.1804582840537","0.38831174575226","0.020960704699959","","","","","","0.53850252893983","0.17247069180632","0.28777976596999","0.14777491183595","","0.44651317748551","1.7386363756244","0.21644448505746","0.11752838740123","0.54818691000112","","0.36752782406326","0.2331214143112","0.27808330274694","0.004819283741487","0.2305946098485","","","","0.42642533156891","0.82028438478045","2.5301032205653","1.5897307345059","","1.1465278985521","3.0673093355697","1.1141464347114","0.42642533156891","6.0866462384038","4.60788110185"
"P0810MV","1","138","13","23","5","2008-10-06 09:27:53","33.96773","-120.767522","","","0.62069548509795","0.36319229297354","0.20763610017885","0.25307810894144","1.2634831725245","0.45068203222423","0.10808307541326","","","2.270538715489","1.1933507093021","0.023517983173486","","","","","","1.3329323917269","0.69588197170299","0.48370775241907","0.062187118721968","","0.80581530678734","0.9076495764494","0.51200852899149","0.34127934336316","","","0.6354237952072","0.40065246289941","0.42978646176719","0.18995216392997","","","","","","1.1915238782503","2.0753263891035","3.4874074079646","","2.5747092345709","2.5667527555914","1.6558148838038","","9.3289669098893","4.2225676393952"
"P0810MV","1","138","13","20","12","2008-10-06 09:27:53","33.96773","-120.767522","","","0.42280393565197","0.076796142868222","0.89124216178933","0.55775808712548","0.87046452732137","0.37123377179538","0.032736695474849","","","2.2170613281691","1.2736335761831","0.019946711044097","","","","","","0.92936022669708","0.93958131562119","0.47102335292798","0.091586061974039","","0.58950467742692","1.7977815612795","0.55047749184599","0.47376723262835","","","0.84553463180576","0.10221501594374","0.6524589882906","","","","","","","1.3908422403095","1.8321930817171","3.5106416153963","","2.4315509572203","3.4115309631808","1.6002086360401","","9.1652278946432","5.0117395992209"
"P0810MV","1","138","13","17","20","2008-10-06 09:27:53","33.96773","-120.767522","","0.033362865019794","1.6950630952547","0.3701444557561","0.24157592938244","0.26372915185321","1.4106442812274","0.71480583249091","0.63099495635775","","","2.2491443039124","1.1017846751219","0.026216797520446","","","","","","0.93467178037361","0.18675827073207","0.62963174461189","0.042344223805377","","1.0648364255285","1.6071677976888","0.52501851443363","0.098647969418246","1.6086562409499","","1.3259789525779","0.3034613368659","0.99087669591278","0.050577356603818","","","","0.14322091424866","","2.340146345413","3.0201742219293","3.3771457765548","","1.7934060195229","4.9043269480191","2.6708943419604","0.14322091424866","10.53087236342","7.7184422042282"
"P0810MV","1","138","13","14","30","2008-10-06 09:27:53","33.96773","-120.767522","","","0.42860233995309","0.61331925988044","0.35968053392215","0.20928054149495","1.5390107987762","0.38870823396357","0.28915464108997","0.22281578072829","","1.9825930862229","1.0124256879961","","","","","","","0.74052599476693","0.37564023789172","1.1003598037733","0.019819481475519","","0.73266337732414","0.95997826939832","0.9430564711075","1.1544719900222","1.2667691500252","","0.84884433826857","0.27536451237873","1.3307557098022","0.23208745787505","","","","0.47052546946053","","1.4016021337557","2.6489699960529","2.995018774219","","2.2363455179075","5.0569392578774","2.6870520183246","0.47052546946053","9.2819364219351","8.2145167456625"
"P0810MV","1","138","13","11","35","2008-10-06 09:27:53","33.96773","-120.767522","","0.056753044413254","1.2172845935021","0.35249965417548","0.25085839916857","0.31123392195912","1.0793081922851","0.65093024175904","0.42428368853727","1.1170000174872","","3.1878060513478","2.2088070935256","","","","","","","0.86732324920905","","1.0249105930605","0.16476353151974","","0.85020626366129","0.99757298849226","0.78604251409399","0.17599392203558","0.86251040186884","","0.70963514709976","0.096871854354331","0.63130112754106","0.36278645339284","","","","1.2345832112066","","1.8773956912594","3.5827560620277","5.3966131448734","","2.0569973737893","3.672326090152","1.800594582388","1.2345832112066","12.91376227195","6.7075038837465"
"P0810MV","1","138","13","8","40","2008-10-06 09:27:53","33.96773","-120.767522","","","3.165991351476","1.2985634124036","0.60770172764164","0.37413044374095","0.85888519946107","0.77114849858141","0.38469624830592","1.3872820679772","","2.1861908485904","0.34290423235542","","","","","","","0.54245726850765","0.23519703821411","0.9152960708639","0.098358061515585","","1.0338997673557","1.1375953054179","0.76732643661226","0.87449926929631","0.23128554473734","","1.1276204196236","0.6952004975086","1.0449657554233","0.63569245906751","","","","0.20880601036554","1.0957247761007","5.0722564915212","3.7761424580665","2.5290950809458","","1.7913084391012","4.0446063234196","3.503479131623","1.3045307864662","13.168802469635","8.8526162415088"
"P0810MV","1","138","13","5","50","2008-10-06 09:27:53","33.96773","-120.767522","","","0.44679506835835","0.31170390392927","0.34526289830809","0.072971379771267","0.62308454781844","0.41118939586224","0.29536019231989","1.1358706245474","","1.3731858407683","0.21808527582476","0.015610368830716","","","","","","1.0265303445398","0.096601190737309","0.46030475090039","0.1752861798441","","0.83311080652665","0.7938607356679","0.30809816354721","0.86809411957803","","","0.60936585857728","0.15781604415925","0.39870432505132","0.35412977482174","","","","","","1.1037618705957","2.5384761403193","1.6068814854238","","1.7587224660216","2.8031638253198","1.5200160026096","","7.0078419623604","4.3231798279294"
"P0810MV","1","138","13","2","60","2008-10-06 09:27:53","33.96773","-120.767522","","","0.10016250760159","0.22038562522301","0.41165118558124","0.085587243257174","0.25160700901443","0.12462950036278","0.022211773657054","0.90838305648173","","0.57387583964908","0.41201460957419","0.018790424449156","","","","","","0.73396127452934","0.12437566363678","0.18592035779725","0.073599575197715","","0.69379847066185","0.53205968380634","0.19392666696234","0.43857775674065","1.7231149880387","","0.44245797679045","0.2608635615316","0.2173741771408","0.057813507132956","0.58326165207393","","","","","0.73219931840584","1.3924185827732","1.0046808736724","","1.1178568711611","3.5814775662099","1.5617708746697","","4.2471556460125","5.1432484408796"
"P0810MV","1","177","16","23","5","2008-10-07 09:16:48","33.782482","-120.73139","","0.12342683890467","0.53893143343852","1.4991997020933","27.05549467352","0.081026412377112","0.77069688210868","0.62826018405586","1.1274827624397","","","1.1041178675195","0.83923142334365","0.063463188020448","","0.0025470132079559","","","","0.57838650193197","0.52703797918087","0.68697045094999","0.8961562808848","","0.40891899978382","0.19522738859948","0.83972160117588","3.2507280988163","","","0.68004001538711","0.42293975770447","1.1567518988018","2.5347434808911","","","","","15.921986775759","29.217052647956","2.6074662409814","2.0068124788836","0.0025470132079559","2.6885512129476","4.6945960883755","4.7944751527845","15.921986775759","36.522429593977","25.411058016919"
"P0810MV","1","177","16","20","12","2008-10-07 09:16:48","33.782482","-120.73139","","0.033901856763243","1.1799722597908","4.7473328996154","2.2183685206916","0.18852329152997","","0.56987823676387","1.1530818021668","0.65043721656977","","1.2347114112468","0.19885985654288","0.1146906131244","0.0011865794950027","","","","","1.0278259910596","","0.57326815661408","0.93595724433538","","0.66899542038809","1.1025105726304","0.38801690277608","2.0036241166784","","","1.2034807361576","0.56258929655104","0.58809043672823","0.8866272143337","","","","","27.256233437963","8.179575536861","2.5619205470304","1.5482618809141","0.0011865794950027","2.5370513920091","4.163147012473","3.2407876837706","27.256233437963","14.82799593631","34.660168134207"
"P0810MV","1","177","16","17","20","2008-10-07 09:16:48","33.782482","-120.73139","","","4.4512257572201","17.401745798618","15.734662477663","0.16806166096043","0.9550625351476","0.8154398802967","0.23363382055031","","","1.4793694824036","0.34186203836005","","0.0027371120134083","0.005683101323488","","","","0.69012348700337","0.53081690024653","0.84073129884597","0.19887938190248","","0.12811226183079","1.731044992119","0.44897531587821","0.055317171916733","","","0.27405257546348","0.57392607729204","0.25114957236968","","","","","","","37.587634033501","2.172197896955","1.8212315207637","0.0084202133368963","2.2605510679984","2.3634497417448","1.0991282251252","","43.850034732555","3.46257796687"
"P0810MV","1","177","16","14","25","2008-10-07 09:16:48","33.782482","-120.73139","","0.047695966354034","3.4886453710082","19.27257834572","24.740930518527","0.13227506197259","1.0480557785249","0.25778869878856","0.05204753925822","0.1862377518183","","1.4398719583737","0.52214209384531","0.035299199402","","0.020132058334788","","","","0.52679234098237","0.47367701550611","0.52848821057421","0.37670152464699","","0.16014034367712","1.9161953472304","0.091976207635497","0.48662019234362","1.6689841095425","","0.32744757772938","0.14861180889945","0.26901201064075","","","","","","","47.54985020161","1.6764048303626","1.997313251621","0.020132058334788","1.9056590917097","4.3239162004292","0.74507139726958","","53.149359433638","5.0689875976987"
"P0810MV","1","177","16","11","30","2008-10-07 09:16:48","33.782482","-120.73139","","","9.7497094558939","26.103204627029","12.879116311798","0.033704335752386","0.54330150140319","0.93960224810025","1.057771693266","7.6208521882355","","1.1833590105633","0.37802410380013","0.069858845237322","0.015865261489019","0.021072283352269","","","","0.77013860073018","0.32654966563592","0.45815996613216","","","0.21852556426938","0.23053076654443","0.21995913699959","0.09941463634698","","","0.37211435521692","","0.1392408993338","0.22601217202011","","","","0.20125253434876","","48.732030394721","10.195231966757","1.6312419596007","0.036937544841288","1.5548482324983","0.76843010416038","0.73736742657083","0.20125253434876","62.150290098418","1.70705006508"
"P0810MV","1","177","16","8","35","2008-10-07 09:16:48","33.782482","-120.73139","","0.17893838328763","4.7301079052326","13.081432087885","55.832964289752","","0.23469006175401","0.37695267126505","1.1916905171189","","","0.82814804988725","0.34937177908424","0.049030154856996","0.0073744916498286","0.010667996194089","","","","0.20392929478332","0.23082644311944","0.49168047842029","","","0.92666113598649","1.4332698813485","0.077365580684471","0.22575794321734","","","0.75400640775207","0.2600691299874","","","","","","","","73.823442666157","1.803333250138","1.2265499838285","0.018042487843917","0.92643621632305","2.6630545412368","1.0140755377395","","77.79780460429","3.6771300789763"
"P0810MV","1","177","16","5","40","2008-10-07 09:16:48","33.782482","-120.73139","","","1.5445939171115","4.1418992401403","0.42492652839928","0.049127163135695","0.42315110085815","0.039753992374088","0.3853496803796","1.1559776763062","","0.97578341318147","0.68139068361869","","0.0017181782426025","0.0044698603837669","","","","0.16808072386789","","0.087049856886148","0.03159845612666","","0.48390088069798","2.3960744572291","0.044098807083609","0.1293225702081","0.38386997193852","","0.66968535532716","1.3249253190261","0.023030607374002","","","","","","","6.1114196856511","2.0533596130537","1.6571740968002","0.0061880386263693","0.2867290368807","3.4372666871573","2.0176412817273","","10.114870471012","5.4549079688846"
"P0810MV","1","177","16","2","50","2008-10-07 09:16:48","33.782482","-120.73139","","0.079211291103666","3.2243172530465","4.9112575575752","22.4238401047","","0.44130644121649","0.17557593201219","","","","0.79531882435795","0.58986842756109","","0.004735205640173","0.0028350711644579","","","","0.41668455565714","0.1662659772184","0.040173750407367","0.057562105865833","0.059613422668649","0.22130241025315","0.90836126662187","0.05599891866633","0.48133473744354","","","0.48980579340035","0.46367558122054","0.082790267666061","0.28910279240213","","","","","2.4366165521125","30.638626206425","0.61688237322868","1.385187251919","0.0075702768046309","0.74029981181739","1.6669973329849","1.3253744346891","2.4366165521125","33.388565920195","5.4289883197865"
"P0810MV","1","216","19","24","5","2008-10-08 09:08:52","33.530645","-120.725845","","","17.116217013937","47.39892587937","3.3067225346239","0.22741497402265","1.7253785924243","1.3716703221762","2.0592338149061","56.551538265592","","3.2155058478218","1.9022762779696","0.5223199580791","0.025857811879939","0.018537410795227","","","","1.9327039218718","0.26709382782357","1.5528070402132","0.553024871223","","1.1804306648617","1.4889681491749","1.9821156386919","","1.6561577533308","","6.3453301580244","0.84784056158316","2.1166934345788","","","","","","","67.821865427931","61.935235969122","5.6401020838705","0.044395222675166","4.3056296611316","6.3076722060593","9.3098641541864","","139.74722836473","15.617536360246"
"P0810MV","1","216","19","22","12","2008-10-08 09:08:52","33.530645","-120.725845","","","27.085164592733","41.828882413558","24.884835494528","0.21955323323317","3.366615736997","1.1920784651523","0.46896877587025","10.523306127238","","2.6066856189185","3.220127904623","0.10000890304562","0.010762117947288","0.081529485955348","","","","1.3997813758442","0.85753693419505","1.8925238262426","0.52477352577021","","0.49253544110631","1.1872321105276","0.76116987757744","","","","1.2045349927415","0.48507747614607","0.49862679611216","0.57903433574206","","","","1.7795019876706","","93.798882500818","15.77052233849","5.9268224265871","0.092291603902635","4.674615662052","2.4409374292113","2.7672736007418","1.7795019876706","120.26313453185","6.9877130176237"
"P0810MV","1","216","19","20","20","2008-10-08 09:08:52","33.530645","-120.725845","","","31.447344919441","90.550145243501","70.301753162884","0.24450244061687","3.7655030054914","2.2632767567774","2.1218593936634","","","2.175444182325","0.26287235652699","0.10239384183652","0.033095220160329","0.032230122591168","","","","1.4017563876177","1.0575720614061","2.2389842803267","","","0.63622351567688","1.0537311936944","1.8840309689928","4.276896813775","","","2.669192734359","0.66009951614211","1.820995319195","0.29365433681495","","","","","","192.29924332583","8.3951415965491","2.5407103806885","0.065325342751496","4.6983127293506","7.8508824921392","5.4439419065111","","207.99873337517","13.29482439865"
"P0810MV","1","216","19","17","25","2008-10-08 09:08:52","33.530645","-120.725845","","","17.837424028922","27.125310665158","42.576651006122","0.50454984172861","0.42114257612244","1.1974228271067","1.9541942653046","1.3139878508509","","3.235290674894","0.24225848975192","0.18264348862375","0.0097209080099097","0.026195678474698","","","","1.3128287434464","1.7722236840971","2.1617462779223","","","0.90164228863762","1.8917909094063","1.3608079876104","1.4642186049533","","","4.6089345793101","0.97506416821116","3.5413990267761","0.43073087532328","","","","","","87.539385700202","5.3912973611133","3.6601926532697","0.035916586484607","5.2467987054657","5.6184597906077","9.5561286496206","","101.87359100653","15.174588440228"
"P0810MV","1","216","19","14","30","2008-10-08 09:08:52","33.530645","-120.725845","","","13.972903428065","42.368797442725","127.72358778609","0.09042420918883","0.35815695899906","1.1024238540934","1.8875004436689","","","0.69042653275359","0.11723992275009","0.096799044854259","0.021713725647996","0.030529563889612","","","","0.74374841144252","0.043355182447425","2.6467801626507","1.0962337079978","","0.22450101870319","0.30856590180783","1.2472391120932","1.5207388234089","","","1.8200327749662","0.41899624786584","2.0028848043603","1.004608153501","","","","","","184.06528865688","3.4385054659502","0.90446550035794","0.052243289537609","4.5301174645385","3.3010448560131","5.2465219806933","","192.99062037727","8.5475668367064"
"P0810MV","1","216","19","12","35","2008-10-08 09:08:52","33.530645","-120.725845","","","12.067218665961","6.9281794376435","6.1687989671688","","0.71714808708807","1.2246736687802","1.2489776862573","","","0.92686514030572","0.51753682007292","0.15342588010555","0.026729800600528","0.021851865706088","","","","0.46152487627151","0.13148752376562","1.5531594964791","0.55214895809563","","0.25246754870781","1.8071851879545","0.98701244970628","","","","0.56146901060597","0.41364667447839","2.2226305958614","","","","","","","25.164197070773","3.1907994421255","1.5978278404842","0.048581666306616","2.6983208546119","3.0466651863686","3.1977462809458","","32.699726874301","6.2444114673144"
